application_id,age,city_tier,employment_type,employment_years,annual_income_inr,residence_type,bureau_score,credit_inquiries_6m,overdue_accounts,existing_emi_inr,bank_balance_inr,loan_type,loan_amount_inr,loan_term_months,interest_rate,proposed_emi_inr,foir,loan_to_income_ratio,default
INR0079326,34,Chennai,Salaried,0.0,771665.0,Rented,571.0,1,2,6904.0,29184.0,Personal Loan,157272.0,12,19.83,14556.0,0.3337,0.2038,0
INR0006728,27,Kolkata,Salaried,0.0,163015.0,Rented,668.0,1,0,3043.0,7890.0,Two Wheeler,51441.0,24,15.57,2508.0,0.4087,0.3156,0
INR0072609,49,Pune,Salaried,22.1,1318429.0,Rented,682.0,0,0,40296.0,139051.0,Consumer Durable,837483.0,60,15.82,20285.0,0.5514,0.6352,0
INR0058869,56,Kolkata,Self Employed,32.2,600214.0,Owned,826.0,1,0,23133.0,381354.0,Business Loan,98424.0,36,8.74,3118.0,0.5248,0.164,0
INR0024904,27,Delhi NCR,Self Employed,0.0,504893.0,Rented,541.0,2,1,6252.0,46646.0,Consumer Durable,136470.0,12,21.97,12771.0,0.4521,0.2703,0
INR0074753,44,Pune,Self Employed,14.5,492832.0,Family Owned,657.0,3,1,25160.0,224498.0,Personal Loan,72354.0,18,16.31,4559.0,0.7236,0.1468,0
INR0045413,37,Kolkata,Self Employed,12.5,592731.0,Family Owned,614.0,0,0,22963.0,132899.0,Personal Loan,167484.0,48,17.26,4855.0,0.5632,0.2826,0
INR0001826,22,Hyderabad,Salaried,0.0,506360.0,Owned,592.0,2,2,14035.0,66860.0,Business Loan,167911.0,18,21.96,11033.0,0.5941,0.3316,0
INR0093590,37,Pune,Contract,12.0,381550.0,Family Owned,621.0,2,0,9083.0,51609.0,Home Improvement,259547.0,18,15.88,16300.0,0.7983,0.6802,0
INR0050737,64,Bengaluru,Salaried,33.7,1610704.0,Family Owned,768.0,0,1,49708.0,320927.0,Two Wheeler,768617.0,60,9.98,16323.0,0.4919,0.4772,0
INR0042545,45,Delhi NCR,Self Employed,14.4,795784.0,Family Owned,669.0,2,0,23835.0,129204.0,Personal Loan,542537.0,24,15.18,26351.0,0.7568,0.6818,0
INR0060936,58,Delhi NCR,Self Employed,26.6,485236.0,Family Owned,662.0,0,0,11143.0,32786.0,Personal Loan,62398.0,36,13.97,2132.0,0.3283,0.1286,0
INR0045473,64,Chennai,Salaried,35.5,843875.0,Rented,862.0,0,0,19666.0,179195.0,Business Loan,116421.0,36,8.35,3667.0,0.3318,0.138,0
INR0022665,54,Tier 2/3,Professional,23.6,1374392.0,Rented,,1,0,31981.0,78382.0,Personal Loan,401750.0,24,14.29,19344.0,0.4481,0.2923,0
INR0083297,46,Delhi NCR,Salaried,19.9,708019.0,Owned,628.0,0,1,11647.0,124629.0,Personal Loan,271547.0,18,18.3,17365.0,0.4917,0.3835,0
INR0059558,26,Tier 2/3,Salaried,0.0,380481.0,Owned,505.0,4,2,7698.0,22416.0,Consumer Durable,95462.0,24,25.71,5129.0,0.4046,0.2509,1
INR0070574,51,Delhi NCR,Professional,19.1,627394.0,Rented,638.0,0,1,4104.0,105327.0,Personal Loan,412344.0,36,18.51,15014.0,0.3657,0.6572,0
INR0044895,35,Tier 2/3,Salaried,3.8,318868.0,Rented,676.0,1,0,12177.0,27660.0,Personal Loan,161903.0,48,15.78,4570.0,0.6302,0.5077,0
INR0043691,57,Mumbai,Self Employed,30.2,545946.0,Owned,674.0,2,0,8862.0,95771.0,Two Wheeler,147828.0,18,15.81,9279.0,0.3987,0.2708,0
INR0053821,32,Chennai,Salaried,0.0,,Owned,529.0,1,2,9145.0,89607.0,Personal Loan,166245.0,18,25.1,11178.0,0.5662,0.386,1
INR0046079,60,Mumbai,Salaried,29.5,4646790.0,Owned,,1,0,195246.0,934918.0,Personal Loan,952205.0,24,9.09,43542.0,0.6167,0.2049,0
INR0027564,28,Chennai,Self Employed,0.0,1963321.0,Rented,536.0,1,5,55332.0,744925.0,Two Wheeler,579098.0,48,26.58,19715.0,0.4587,0.295,1
INR0082182,23,Delhi NCR,Self Employed,0.0,338251.0,Rented,648.0,1,1,6832.0,22566.0,Personal Loan,37430.0,36,19.42,1380.0,0.2913,0.1107,0
INR0028264,39,Mumbai,Salaried,8.6,901357.0,Owned,678.0,0,1,4707.0,110520.0,Two Wheeler,179249.0,24,15.0,8691.0,0.1784,0.1989,0
INR0025636,58,Hyderabad,Salaried,31.5,904145.0,Rented,657.0,1,0,1769.0,29629.0,Consumer Durable,1425890.0,36,15.49,49769.0,0.684,1.5771,0
INR0052068,61,Tier 2/3,Self Employed,25.0,355537.0,Owned,671.0,2,0,2213.0,30095.0,Personal Loan,98669.0,36,15.01,3421.0,0.1902,0.2775,0
INR0000263,38,Delhi NCR,Professional,9.8,626434.0,Rented,613.0,0,0,11591.0,24569.0,Personal Loan,128063.0,24,17.03,6333.0,0.3433,0.2044,0
INR0030002,49,Tier 2/3,Salaried,18.7,494682.0,Family Owned,680.0,1,0,9397.0,44121.0,Personal Loan,676346.0,24,14.75,32714.0,1.0215,1.3672,0
INR0037013,49,Ahmedabad,Self Employed,18.7,306934.0,Family Owned,588.0,2,1,4087.0,9381.0,Personal Loan,20000.0,36,19.61,739.0,0.1887,0.0652,0
INR0031482,29,Tier 2/3,Self Employed,0.9,738597.0,Owned,527.0,1,0,16438.0,61224.0,Personal Loan,226972.0,12,20.01,21026.0,0.6087,0.3073,0
INR0029821,45,Chennai,Salaried,21.0,508930.0,Family Owned,634.0,1,0,8795.0,46265.0,Personal Loan,67702.0,36,17.06,2416.0,0.2643,0.133,0
INR0029101,26,Delhi NCR,Salaried,0.0,520955.0,Family Owned,577.0,4,1,19150.0,93892.0,Personal Loan,78056.0,36,19.97,2900.0,0.5079,0.1498,0
INR0083091,39,Tier 2/3,Professional,11.9,1244761.0,Owned,706.0,1,0,21238.0,320533.0,Personal Loan,164154.0,24,14.4,7913.0,0.281,0.1319,0
INR0071966,25,Chennai,Salaried,0.0,697087.0,Owned,,2,1,3453.0,42122.0,Personal Loan,139170.0,24,18.97,7014.0,0.1802,0.1996,0
INR0030737,41,Ahmedabad,Salaried,11.0,426684.0,Owned,613.0,2,0,21584.0,29483.0,Personal Loan,179937.0,12,18.06,16502.0,1.0711,0.4217,0
INR0068155,49,Pune,Salaried,12.0,664202.0,Owned,665.0,1,0,6257.0,63047.0,Personal Loan,350087.0,36,14.45,12042.0,0.3306,0.5271,0
INR0069811,28,Chennai,Salaried,0.0,1030968.0,Rented,588.0,3,0,21396.0,127352.0,Personal Loan,306779.0,36,15.09,10648.0,0.373,0.2976,0
INR0063152,63,Tier 2/3,Salaried,28.2,289222.0,Owned,784.0,0,0,1974.0,100743.0,Home Improvement,52494.0,36,9.6,1684.0,0.1518,0.1815,0
INR0084602,52,Mumbai,Salaried,15.4,396881.0,Owned,619.0,1,2,14634.0,9946.0,Personal Loan,92254.0,18,19.03,5932.0,0.6218,0.2324,0
INR0066285,26,Mumbai,Self Employed,0.0,714541.0,Rented,591.0,1,1,5437.0,29003.0,Two Wheeler,93997.0,24,19.14,4745.0,0.171,0.1315,0
INR0064106,29,Delhi NCR,Salaried,1.6,473196.0,Rented,619.0,0,1,10498.0,49115.0,Business Loan,139984.0,24,19.05,7060.0,0.4453,0.2958,0
INR0009910,28,Mumbai,Salaried,0.0,1056086.0,Rented,581.0,2,1,38722.0,132351.0,Consumer Durable,198167.0,36,22.44,7613.0,0.5265,0.1876,1
INR0014833,45,Delhi NCR,Salaried,18.8,463907.0,Family Owned,810.0,0,0,10408.0,77235.0,Home Improvement,113324.0,12,8.0,9858.0,0.5242,0.2443,0
INR0093186,27,Delhi NCR,Contract,0.0,728607.0,Family Owned,629.0,3,1,26177.0,15260.0,Consumer Durable,292084.0,24,17.71,14541.0,0.6706,0.4009,0
INR0030846,43,Mumbai,Contract,13.7,361206.0,Owned,683.0,0,0,4174.0,28645.0,Business Loan,319139.0,60,14.33,7481.0,0.3872,0.8835,0
INR0017429,65,Bengaluru,Salaried,40.0,3444160.0,Rented,821.0,0,0,17714.0,736378.0,Consumer Durable,534756.0,18,8.6,31772.0,0.1724,0.1553,0
INR0052231,53,Tier 2/3,Salaried,37.1,842615.0,Rented,741.0,1,0,15855.0,54692.0,Personal Loan,426575.0,36,11.42,14050.0,0.4259,0.5063,0
INR0040104,23,Mumbai,Salaried,2.8,562354.0,Family Owned,613.0,4,2,10861.0,79723.0,Business Loan,257566.0,60,21.52,7043.0,0.3821,0.458,0
INR0054828,38,Bengaluru,Salaried,16.8,705288.0,Rented,589.0,3,1,24680.0,70600.0,Consumer Durable,90516.0,24,21.24,4662.0,0.4992,0.1283,1
INR0081558,50,Bengaluru,Self Employed,15.8,1530227.0,Family Owned,584.0,0,0,11450.0,92164.0,Personal Loan,209471.0,18,15.34,13101.0,0.1925,0.1369,0
INR0050652,42,Tier 2/3,Salaried,17.0,227679.0,Rented,680.0,0,1,4715.0,10372.0,Two Wheeler,68574.0,36,14.83,2371.0,0.3735,0.3012,0
INR0010734,46,Delhi NCR,Salaried,17.9,1234241.0,Rented,692.0,1,0,20203.0,203365.0,Personal Loan,529291.0,24,14.02,25419.0,0.4436,0.4288,0
INR0068217,58,Chennai,Salaried,20.5,528820.0,Owned,730.0,0,0,11002.0,84046.0,Home Improvement,122781.0,18,10.73,7415.0,0.4179,0.2322,0
INR0019803,57,Ahmedabad,Salaried,29.9,640434.0,Family Owned,683.0,1,0,1096.0,,Consumer Durable,559145.0,24,13.94,26831.0,0.5233,0.8731,0
INR0010919,59,Mumbai,Salaried,28.1,2191733.0,Rented,786.0,1,0,59540.0,139944.0,Personal Loan,966109.0,36,9.77,31070.0,0.4961,0.4408,0
INR0038505,35,Kolkata,Self Employed,4.9,437231.0,Rented,552.0,1,0,3386.0,21518.0,Consumer Durable,481537.0,24,20.99,24742.0,0.772,1.1013,0
INR0069621,23,Delhi NCR,Salaried,0.0,750597.0,Rented,649.0,1,2,28909.0,81686.0,Two Wheeler,325213.0,24,19.04,16400.0,0.7244,0.4333,0
INR0063849,48,Delhi NCR,Self Employed,17.0,667913.0,Rented,647.0,1,0,4809.0,138815.0,Two Wheeler,377756.0,60,19.13,9826.0,0.2629,0.5656,0
INR0003322,59,Ahmedabad,Self Employed,25.0,1275288.0,Family Owned,674.0,2,0,13019.0,116414.0,Personal Loan,1140805.0,24,14.04,54794.0,0.6381,0.8945,0
INR0028031,53,Delhi NCR,Self Employed,20.8,1693313.0,Rented,660.0,1,0,75009.0,139809.0,Two Wheeler,100913.0,60,15.91,2449.0,0.5489,0.0596,0
INR0059565,42,Kolkata,Self Employed,11.5,630686.0,Rented,734.0,0,0,6149.0,110694.0,Business Loan,411142.0,24,9.76,18927.0,0.4771,0.6519,0
INR0003383,42,Hyderabad,Salaried,14.9,419327.0,Family Owned,696.0,0,0,10307.0,34838.0,Personal Loan,107077.0,36,12.26,3570.0,0.3971,0.2554,0
INR0065363,62,Tier 2/3,Salaried,35.9,949648.0,Rented,756.0,0,1,26202.0,59162.0,Two Wheeler,796310.0,12,12.98,71116.0,1.2297,0.8385,0
INR0071407,61,Hyderabad,Professional,31.5,1109014.0,Rented,799.0,0,0,7087.0,63542.0,Business Loan,2722161.0,24,9.51,124999.0,1.25,2.4546,0
INR0024118,58,Bengaluru,Self Employed,23.7,827719.0,Rented,694.0,1,1,6126.0,218856.0,Consumer Durable,131153.0,24,16.54,6456.0,0.1824,0.1585,0
INR0062582,53,Kolkata,Self Employed,16.7,795403.0,Rented,581.0,0,0,35423.0,23728.0,Two Wheeler,61576.0,24,17.64,3063.0,0.5806,0.0774,0
INR0090323,61,Tier 2/3,Salaried,26.2,459475.0,Owned,699.0,0,0,13316.0,95776.0,Two Wheeler,84247.0,48,14.12,2307.0,0.408,0.1834,0
INR0069183,26,Chennai,Salaried,0.0,694327.0,Family Owned,635.0,0,1,16886.0,166977.0,Home Improvement,508344.0,24,16.64,25045.0,0.7247,0.7321,0
INR0084560,56,Pune,Salaried,21.9,1814406.0,Rented,760.0,0,0,43327.0,121149.0,Two Wheeler,244514.0,12,9.21,21407.0,0.4281,0.1348,0
INR0053900,35,Tier 2/3,Salaried,9.9,766185.0,Family Owned,604.0,2,1,40706.0,38813.0,Personal Loan,701256.0,36,20.43,26217.0,1.0481,0.9153,1
INR0068649,65,Chennai,Salaried,37.5,809465.0,Owned,729.0,0,0,38767.0,140981.0,Consumer Durable,241520.0,36,12.71,8105.0,0.6949,0.2984,0
INR0087198,48,Mumbai,Contract,19.4,661065.0,Rented,687.0,0,0,21887.0,91923.0,Two Wheeler,34775.0,18,13.14,2139.0,0.4361,0.0526,0
INR0099616,50,Tier 2/3,Salaried,27.1,827799.0,Family Owned,716.0,0,0,8832.0,34586.0,Personal Loan,112750.0,24,15.76,5508.0,0.2079,0.1362,0
INR0007600,36,Tier 2/3,Salaried,10.9,145210.0,Family Owned,567.0,3,3,10308.0,30214.0,Personal Loan,27571.0,36,20.81,1036.0,0.9374,0.1899,1
INR0028234,55,Tier 2/3,Salaried,22.7,482548.0,Owned,702.0,0,0,10758.0,239943.0,Home Improvement,112870.0,60,10.5,2426.0,0.3279,0.2339,0
INR0091560,48,Mumbai,Salaried,13.6,978280.0,Owned,730.0,0,0,10202.0,134095.0,Two Wheeler,118837.0,24,10.63,5518.0,0.1928,0.1215,0
INR0081386,65,Chennai,Salaried,31.5,1712554.0,Family Owned,717.0,0,1,14504.0,412750.0,Home Improvement,290751.0,60,11.6,6409.0,0.1465,0.1698,0
INR0050650,65,Tier 2/3,Salaried,39.9,444618.0,Family Owned,743.0,2,0,21009.0,46053.0,Personal Loan,194135.0,24,10.8,9030.0,0.8108,0.4366,0
INR0004980,36,Tier 2/3,Salaried,7.2,290436.0,Family Owned,565.0,3,2,7089.0,58161.0,Personal Loan,187644.0,18,25.22,12628.0,0.8147,0.6461,0
INR0031694,60,Tier 2/3,Salaried,29.5,554825.0,Owned,686.0,0,0,15575.0,137402.0,Home Improvement,660822.0,60,11.04,14383.0,0.6479,1.191,0
INR0086389,59,Bengaluru,Salaried,28.2,1193356.0,Family Owned,672.0,1,0,12156.0,236160.0,Business Loan,194292.0,24,13.21,9256.0,0.2153,0.1628,0
INR0011420,60,Kolkata,Self Employed,28.4,332698.0,Owned,590.0,0,0,5768.0,16851.0,Consumer Durable,333733.0,24,18.29,16708.0,0.8107,1.0031,1
INR0037070,46,Ahmedabad,Self Employed,22.6,1038431.0,Family Owned,663.0,1,0,28404.0,484328.0,Consumer Durable,708197.0,60,15.85,17166.0,0.5266,0.682,0
INR0068809,60,Pune,Self Employed,32.9,1520255.0,Owned,804.0,0,0,15833.0,152544.0,Business Loan,684815.0,36,8.73,21691.0,0.2962,0.4505,0
INR0003148,53,Tier 2/3,Salaried,28.1,141638.0,Rented,747.0,0,0,2581.0,12055.0,Consumer Durable,74233.0,24,9.07,3394.0,0.5062,0.5241,0
INR0073699,51,Pune,Salaried,28.3,,Owned,748.0,0,0,46228.0,416887.0,Personal Loan,266430.0,60,10.9,5779.0,0.3567,0.1523,0
INR0032057,43,Delhi NCR,Salaried,20.6,340285.0,Rented,596.0,3,2,14487.0,143353.0,Home Improvement,120001.0,24,20.53,6139.0,0.7274,0.3526,1
INR0099610,33,Mumbai,Salaried,0.0,947515.0,Owned,658.0,1,0,25968.0,114650.0,Consumer Durable,348343.0,12,15.56,31533.0,0.7282,0.3676,0
INR0023362,35,Tier 2/3,Salaried,16.5,756920.0,Owned,718.0,1,0,22089.0,44637.0,Personal Loan,219905.0,24,11.22,10272.0,0.513,0.2905,0
INR0060297,25,Kolkata,Contract,1.1,156018.0,Rented,577.0,1,0,4730.0,55460.0,Consumer Durable,91111.0,48,16.19,2591.0,0.5631,0.584,0
INR0019507,22,Pune,Self Employed,3.2,462507.0,Owned,656.0,1,0,5023.0,14850.0,Consumer Durable,150887.0,24,14.39,7272.0,0.319,0.3262,0
INR0092110,62,Tier 2/3,Salaried,39.5,1719323.0,Family Owned,783.0,0,0,11556.0,97656.0,Home Improvement,995122.0,24,10.27,46042.0,0.402,0.5788,0
INR0080542,21,Hyderabad,Professional,0.0,480674.0,Owned,594.0,1,1,10148.0,23220.0,Business Loan,145788.0,36,16.87,5188.0,0.3829,0.3033,0
INR0094995,31,Tier 2/3,Salaried,1.5,265691.0,Family Owned,594.0,2,0,5909.0,73628.0,Personal Loan,156709.0,12,16.83,14280.0,0.9118,0.5898,0
INR0016975,63,Delhi NCR,Self Employed,33.1,682718.0,Rented,761.0,2,0,14220.0,13349.0,Personal Loan,105996.0,36,13.85,3615.0,0.3135,0.1553,0
INR0088569,62,Delhi NCR,Self Employed,28.1,850111.0,Family Owned,721.0,0,0,954.0,87529.0,Consumer Durable,124429.0,36,12.64,4171.0,0.0723,0.1464,0
INR0068599,49,Tier 2/3,Salaried,18.0,664044.0,Rented,659.0,0,0,8968.0,226481.0,Business Loan,315187.0,36,14.18,10800.0,0.3572,0.4746,0
INR0019717,44,Tier 2/3,Salaried,19.4,661948.0,Owned,689.0,0,0,14163.0,228275.0,Personal Loan,386421.0,24,12.28,18241.0,0.5874,0.5838,0
INR0050154,41,Pune,Salaried,18.9,1451595.0,Owned,599.0,1,3,62286.0,346636.0,Consumer Durable,3000000.0,36,22.38,115160.0,1.25,2.0667,1
INR0097865,45,Hyderabad,Self Employed,14.7,678659.0,Rented,555.0,4,2,24697.0,66681.0,Consumer Durable,276717.0,36,22.73,10673.0,0.6254,0.4077,0
INR0044589,24,Bengaluru,Professional,0.0,2120935.0,Owned,628.0,1,0,23977.0,305866.0,Business Loan,178923.0,36,18.17,6484.0,0.1723,0.0844,0
INR0020853,28,Pune,Salaried,5.1,1200573.0,Rented,629.0,0,0,18074.0,62125.0,Personal Loan,289058.0,24,15.88,14137.0,0.322,0.2408,0
INR0075014,23,Tier 2/3,Salaried,0.0,538161.0,Owned,540.0,2,2,18276.0,45840.0,Consumer Durable,130355.0,36,21.86,4969.0,0.5183,0.2422,0
INR0038317,64,Mumbai,Self Employed,40.0,730926.0,Family Owned,819.0,0,0,14381.0,102728.0,Consumer Durable,768951.0,24,11.0,35841.0,0.8245,1.052,0
INR0008366,59,Mumbai,Salaried,24.8,510957.0,Owned,594.0,2,1,8455.0,44752.0,Consumer Durable,1043322.0,24,18.66,52420.0,1.25,2.0419,1
INR0019153,30,Pune,Self Employed,0.0,154222.0,Rented,589.0,3,1,4052.0,10341.0,Personal Loan,58471.0,36,21.63,2222.0,0.4882,0.3791,1
INR0004249,29,Tier 2/3,Salaried,0.5,420786.0,Owned,612.0,2,0,4771.0,90957.0,Business Loan,117457.0,18,17.66,7475.0,0.3492,0.2791,0
INR0024813,51,Delhi NCR,Salaried,20.0,1023309.0,Family Owned,804.0,0,0,20007.0,83795.0,Personal Loan,223094.0,12,9.4,19552.0,0.4639,0.218,0
INR0009375,36,Delhi NCR,Professional,14.4,694505.0,Family Owned,617.0,1,1,8758.0,118638.0,Business Loan,528513.0,24,17.63,26291.0,0.6056,0.761,0
INR0009982,34,Tier 2/3,Contract,9.3,470109.0,Owned,631.0,1,0,11374.0,38993.0,Personal Loan,43436.0,24,13.19,2069.0,0.3431,0.0924,0
INR0092015,55,Hyderabad,Self Employed,28.7,529329.0,Owned,735.0,1,0,7902.0,29902.0,Two Wheeler,338928.0,24,12.98,16110.0,0.5444,0.6403,0
INR0082908,34,Delhi NCR,Salaried,5.3,377795.0,Rented,549.0,5,4,11393.0,76549.0,Personal Loan,189146.0,12,25.05,17982.0,0.9331,0.5007,1
INR0010428,63,Chennai,Self Employed,35.2,341636.0,Owned,770.0,0,0,9301.0,19355.0,Consumer Durable,124654.0,36,8.87,3957.0,0.4657,0.3649,0
INR0068672,59,Delhi NCR,Self Employed,30.9,1341728.0,Family Owned,717.0,0,0,5693.0,25666.0,Consumer Durable,180786.0,24,13.41,8629.0,0.1281,0.1347,0
INR0044134,47,Tier 2/3,Self Employed,20.7,641295.0,Owned,798.0,1,0,2126.0,,Business Loan,83491.0,36,9.95,2692.0,0.0902,0.1302,0
INR0068123,33,Pune,Salaried,5.8,2258885.0,Family Owned,699.0,0,0,39680.0,157581.0,Personal Loan,946087.0,36,10.66,30821.0,0.3745,0.4188,0
INR0026117,63,Delhi NCR,Self Employed,29.2,1963483.0,Rented,718.0,1,0,29591.0,191710.0,Personal Loan,222525.0,24,11.97,10472.0,0.2448,0.1133,0
INR0049166,50,Tier 2/3,Salaried,26.2,745464.0,Owned,747.0,0,0,9443.0,27596.0,Personal Loan,107857.0,18,12.11,6583.0,0.258,0.1447,0
INR0087241,38,Mumbai,Self Employed,9.8,441809.0,Family Owned,630.0,0,0,1237.0,44600.0,Consumer Durable,21182.0,18,16.1,1332.0,0.0698,0.0479,0
INR0066732,58,Tier 2/3,Salaried,38.9,517992.0,Owned,755.0,0,0,7014.0,38360.0,Personal Loan,227234.0,24,8.83,10363.0,0.4026,0.4387,0
INR0057797,47,Chennai,Salaried,10.7,546258.0,Owned,616.0,1,2,7805.0,108759.0,Personal Loan,70830.0,24,19.86,3600.0,0.2506,0.1297,0
INR0097010,60,Hyderabad,Salaried,28.3,1425787.0,Owned,776.0,0,0,29588.0,67431.0,Consumer Durable,563135.0,48,10.63,14452.0,0.3707,0.395,0
INR0028553,46,Ahmedabad,Salaried,11.7,1107180.0,Owned,661.0,1,0,9016.0,159923.0,Home Improvement,837506.0,24,13.06,39840.0,0.5295,0.7564,0
INR0004058,33,Bengaluru,Salaried,4.5,404576.0,Rented,576.0,2,0,1539.0,68998.0,Consumer Durable,90037.0,12,19.09,8301.0,0.2919,0.2225,0
INR0049441,30,Tier 2/3,Salaried,2.1,203050.0,Family Owned,633.0,5,2,12686.0,13071.0,Personal Loan,20000.0,18,19.07,1286.0,0.8257,0.0985,1
INR0067194,27,Chennai,Salaried,0.0,345033.0,Owned,525.0,1,2,9988.0,45990.0,Personal Loan,25721.0,48,25.19,856.0,0.3771,0.0745,1
INR0083658,54,Hyderabad,Professional,12.3,326555.0,Rented,661.0,0,0,13671.0,39923.0,Personal Loan,297012.0,24,15.21,14430.0,1.0326,0.9095,0
INR0065834,31,Chennai,Salaried,2.7,531475.0,Rented,670.0,0,1,24155.0,84062.0,Two Wheeler,152030.0,36,15.62,5317.0,0.6654,0.2861,0
INR0022610,58,Pune,Salaried,28.0,783759.0,Family Owned,734.0,1,0,16413.0,60222.0,Home Improvement,290758.0,48,10.57,7454.0,0.3654,0.371,0
INR0019105,54,Mumbai,Salaried,20.6,563516.0,Owned,775.0,0,0,15627.0,17245.0,Two Wheeler,34099.0,12,10.91,3012.0,0.3969,0.0605,0
INR0088278,56,Tier 2/3,Salaried,25.9,165244.0,Family Owned,702.0,0,0,4540.0,6046.0,Two Wheeler,20000.0,12,13.22,1788.0,0.4596,0.121,0
INR0001018,35,Mumbai,Self Employed,8.5,483554.0,Rented,728.0,0,0,9470.0,16042.0,Personal Loan,157910.0,48,12.04,4162.0,0.3383,0.3266,0
INR0013146,41,Tier 2/3,Salaried,17.9,221982.0,Owned,671.0,0,2,6000.0,25464.0,Personal Loan,75023.0,24,16.63,3696.0,0.5241,0.338,0
INR0099657,49,Pune,Self Employed,20.0,893528.0,Rented,568.0,3,2,33968.0,75397.0,Home Improvement,180952.0,48,23.53,5853.0,0.5348,0.2025,0
INR0045736,53,Mumbai,Salaried,26.2,1430655.0,Rented,643.0,1,1,26682.0,210866.0,Business Loan,471467.0,36,15.65,16495.0,0.3622,0.3295,0
INR0099203,57,Ahmedabad,Salaried,34.2,609195.0,Family Owned,692.0,0,0,8438.0,121009.0,Two Wheeler,20000.0,36,13.85,682.0,0.1796,0.0328,0
INR0034924,52,Ahmedabad,Professional,33.4,1326217.0,Rented,805.0,0,0,14748.0,199029.0,Consumer Durable,116536.0,24,10.53,5406.0,0.1824,0.0879,0
INR0051384,51,Hyderabad,Salaried,25.4,1291513.0,Rented,643.0,0,0,7371.0,157393.0,Consumer Durable,616121.0,24,14.95,29860.0,0.3459,0.4771,0
INR0039090,48,Pune,Salaried,16.9,950205.0,Rented,655.0,0,0,16113.0,104909.0,Business Loan,565129.0,24,14.31,27216.0,0.5472,0.5947,0
INR0083822,21,Mumbai,Self Employed,0.0,368945.0,Owned,639.0,0,2,21399.0,15112.0,Personal Loan,65686.0,24,18.32,3290.0,0.803,0.178,1
INR0028684,64,Ahmedabad,Salaried,37.0,970129.0,Rented,661.0,2,0,31326.0,180330.0,Business Loan,488928.0,48,15.26,13673.0,0.5566,0.504,0
INR0025890,42,Tier 2/3,Self Employed,16.8,257880.0,Family Owned,638.0,0,0,13163.0,7964.0,Consumer Durable,95943.0,36,17.41,3440.0,0.7726,0.372,0
INR0028207,29,Tier 2/3,Salaried,0.0,448793.0,Rented,614.0,2,0,6793.0,48701.0,Two Wheeler,108228.0,24,18.02,5404.0,0.3261,0.2412,0
INR0048007,62,Bengaluru,Contract,27.9,1649864.0,Family Owned,734.0,0,0,27675.0,142491.0,Two Wheeler,336828.0,36,10.02,10871.0,0.2804,0.2042,0
INR0015308,46,Pune,Professional,22.5,874592.0,Owned,721.0,1,0,171.0,76047.0,Consumer Durable,258330.0,24,13.79,12378.0,0.1722,0.2954,0
INR0065647,59,Mumbai,Self Employed,33.8,671963.0,Family Owned,721.0,1,0,9141.0,84760.0,Personal Loan,171113.0,36,14.07,5854.0,0.2678,0.2546,0
INR0037998,31,Kolkata,Professional,6.3,686658.0,Family Owned,598.0,0,0,11851.0,270463.0,Personal Loan,169121.0,12,17.57,15471.0,0.4775,0.2463,0
INR0009058,26,Mumbai,Salaried,7.7,340582.0,Owned,623.0,0,1,4482.0,13975.0,Consumer Durable,146607.0,48,16.88,4221.0,0.3066,0.4305,0
INR0055942,48,Tier 2/3,Self Employed,19.5,278869.0,Owned,736.0,0,0,7196.0,26526.0,Personal Loan,46512.0,12,12.9,4152.0,0.4883,0.1668,0
INR0086894,28,Delhi NCR,Professional,0.0,839153.0,Rented,683.0,0,0,35786.0,40745.0,Business Loan,748679.0,24,12.99,35589.0,1.0207,0.8922,0
INR0065745,56,Tier 2/3,Salaried,25.8,410832.0,Rented,661.0,0,0,884.0,63571.0,Personal Loan,84457.0,48,14.12,2313.0,0.0934,0.2056,0
INR0055686,23,Tier 2/3,Salaried,2.9,203092.0,Owned,617.0,0,0,3024.0,32274.0,Home Improvement,204325.0,12,16.45,18582.0,1.25,1.0061,0
INR0066974,22,Delhi NCR,Professional,0.0,1579623.0,Rented,572.0,2,2,68304.0,115516.0,Personal Loan,1532119.0,48,21.0,47441.0,0.8793,0.9699,1
INR0017216,49,Bengaluru,Self Employed,17.7,1204345.0,Owned,653.0,1,0,22625.0,43620.0,Personal Loan,1073648.0,36,14.94,37188.0,0.596,0.8915,0
INR0002828,59,Tier 2/3,Salaried,25.4,1130254.0,Rented,719.0,0,0,41114.0,60873.0,Two Wheeler,81301.0,36,11.95,2698.0,0.4652,0.0719,0
INR0028932,49,Ahmedabad,Salaried,20.6,302176.0,Rented,684.0,0,0,3024.0,48051.0,Two Wheeler,43120.0,24,12.49,2040.0,0.2011,0.1427,0
INR0061881,29,Pune,Salaried,4.8,549937.0,Rented,616.0,1,0,5760.0,34708.0,Business Loan,260219.0,24,17.68,12951.0,0.4083,0.4732,0
INR0088091,32,Hyderabad,Salaried,2.1,441433.0,Family Owned,637.0,0,0,14541.0,37775.0,Consumer Durable,65362.0,24,15.48,3184.0,0.4818,0.1481,0
INR0066769,61,Ahmedabad,Salaried,19.3,583911.0,Rented,687.0,0,0,16195.0,196051.0,Consumer Durable,141401.0,36,12.79,4750.0,0.4304,0.2422,0
INR0003766,35,Hyderabad,Salaried,2.5,248152.0,Owned,604.0,2,1,6436.0,38558.0,Home Improvement,65051.0,60,20.17,1730.0,0.3949,0.2621,0
